"","Replicate.Name","Protein.Name","Precursor.Ion.Name","Precursor.Mz","Product.Mz","Retention.Time","Area","Background","Start.Time","End.Time","Height"
"498","160802_Smp_NP56","Energy charge","AMP",346.096,97.0042,"11.85","3414250","257","11.52","12.38","217288"
"499","160802_Smp_Pt2","Energy charge","AMP",346.096,97.0042,"11.93","2754465","86010","11.62","12.31","252993"
"500","160802_Smp_Pt34","Energy charge","AMP",346.096,97.0042,"11.89","5792799","24523","11.54","12.29","384669"
"501","160802_Smp_Pt56","Energy charge","AMP",346.096,97.0042,"11.91","6625268","113801","11.54","12.4","490694"
"502","160802_Smp_Tp12","Energy charge","AMP",346.096,97.0042,"11.98","7136450","59506","11.63","12.38","522560"
"503","160802_Smp_Tp34","Energy charge","AMP",346.096,97.0042,"11.85","6463169","61104","11.6","12.27","447649"
"504","160802_Smp_TP56","Energy charge","AMP",346.096,97.0042,"11.84","9109275","1217","11.42","12.4","582545"
"505","160802_Std_StdsInDiatomMatrix_1","Energy charge","AMP",346.096,78.988,"12.02","9739420","19858","11.58","12.69","718344"
"506","160802_Std_StdsInDiatomMatrix_2","Energy charge","AMP",346.096,78.988,"11.76","12164678","24576","11.27","12.13","878380"
"507","160802_Std_StdsInWater_5","Energy charge","AMP",346.096,78.988,"12.01","5131953","3727","11.7","12.49","325626"
"508","160802_Std_StdsInWater_6","Energy charge","AMP",346.096,78.988,"11.74","9349450","28879","11.24","12.11","531484"
"509","160802_Blk_0801_FilterBlank","Energy charge","AMP",346.096,78.988,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"510","160802_Blk_9","Energy charge","AMP",346.096,78.988,"11.38","2087","0","11.34","11.51","536"
"511","160802_Poo_0801_PooledDiatoms_1","Energy charge","AMP",346.096,78.988,"11.85","10613575","42090","11.44","12.36","638144"
"512","160802_Poo_0801_PooledDiatoms_2","Energy charge","AMP",346.096,78.988,"11.85","10054322","123982","11.4","12.29","693768"
"513","160802_Poo_0801_PooledDiatoms_3","Energy charge","AMP",346.096,78.988,"11.82","11173118","142537","11.38","12.25","750424"
"514","160802_Smp_Np12","Energy charge","AMP",346.096,78.988,"11.98","6177157","0","11.63","12.42","427083"
"515","160802_Smp_Np34","Energy charge","AMP",346.096,78.988,"11.94","4312243","19960","11.65","12.29","356984"
"516","160802_Smp_NP56","Energy charge","AMP",346.096,78.988,"11.85","4822410","711","11.52","12.38","345609"
"517","160802_Smp_Pt2","Energy charge","AMP",346.096,78.988,"11.95","4244733","25152","11.62","12.31","359000"
"518","160802_Smp_Pt34","Energy charge","AMP",346.096,78.988,"11.93","8272897","58097","11.54","12.29","565333"
"519","160802_Smp_Pt56","Energy charge","AMP",346.096,78.988,"11.91","10233014","137373","11.54","12.4","719618"
"520","160802_Smp_Tp12","Energy charge","AMP",346.096,78.988,"11.96","10777365","118329","11.63","12.38","755342"
"521","160802_Smp_Tp34","Energy charge","AMP",346.096,78.988,"11.89","10842141","161086","11.6","12.27","884951"
"522","160802_Smp_TP56","Energy charge","AMP",346.096,78.988,"11.85","13401723","147036","11.42","12.4","869488"
"523","160802_Std_StdsInDiatomMatrix_1","Calvin cycle intermediate","DHAP",169.032,97.076,"14.45","1599017","0","12.6","14.69","66519"
"524","160802_Std_StdsInDiatomMatrix_2","Calvin cycle intermediate","DHAP",169.032,97.076,"14.25","2094751","11367","11.65","14.51","62812"
"525","160802_Std_StdsInWater_5","Calvin cycle intermediate","DHAP",169.032,97.076,"13.59","765440","0","12.31","14.73","27670"
"526","160802_Std_StdsInWater_6","Calvin cycle intermediate","DHAP",169.032,97.076,"14.17","1720944","0","12.31","14.43","50042"
"527","160802_Blk_0801_FilterBlank","Calvin cycle intermediate","DHAP",169.032,97.076,"13.27","7030","0","12.27","14.19","2693"
"528","160802_Blk_9","Calvin cycle intermediate","DHAP",169.032,97.076,"14.91","360","0","12.87","14.97","108"
"529","160802_Poo_0801_PooledDiatoms_1","Calvin cycle intermediate","DHAP",169.032,97.076,"14.05","565324","0","12.99","14.67","23948"
"530","160802_Poo_0801_PooledDiatoms_2","Calvin cycle intermediate","DHAP",169.032,97.076,"14.07","649811","1550","12.47","14.69","24772"
"531","160802_Poo_0801_PooledDiatoms_3","Calvin cycle intermediate","DHAP",169.032,97.076,"13.85","577387","7028","12.45","14.31","22932"
"532","160802_Smp_Np12","Calvin cycle intermediate","DHAP",169.032,97.076,"14","353029","0","13.09","14.79","19958"
"533","160802_Smp_Np34","Calvin cycle intermediate","DHAP",169.032,97.076,"14.04","235995","0","13.09","14.74","8760"
"534","160802_Smp_NP56","Calvin cycle intermediate","DHAP",169.032,97.076,"13.97","284644","0","12.59","14.53","13178"
"535","160802_Smp_Pt2","Calvin cycle intermediate","DHAP",169.032,97.076,"14.01","201441","0","13.05","14.43","10008"
"536","160802_Smp_Pt34","Calvin cycle intermediate","DHAP",169.032,97.076,"13.31","779985","4547","12.59","14.81","29060"
"537","160802_Smp_Pt56","Calvin cycle intermediate","DHAP",169.032,97.076,"14.09","731157","0","13.09","15.07","21340"
"538","160802_Smp_Tp12","Calvin cycle intermediate","DHAP",169.032,97.076,"13.57","492586","0","13.17","14.55","16019"
"539","160802_Smp_Tp34","Calvin cycle intermediate","DHAP",169.032,97.076,"13.95","429865","0","13.09","15.09","14674"
"540","160802_Smp_TP56","Calvin cycle intermediate","DHAP",169.032,97.076,"14.03","590192","1378","12.49","14.91","21077"
"541","160802_Std_StdsInDiatomMatrix_1","Calvin cycle intermediate","DHAP",169.032,79.0574,"13.44","200148","0","12.6","14.69","14597"
"542","160802_Std_StdsInDiatomMatrix_2","Calvin cycle intermediate","DHAP",169.032,79.0574,"13.15","277633","0","11.65","14.51","11883"
"543","160802_Std_StdsInWater_5","Calvin cycle intermediate","DHAP",169.032,79.0574,"13.49","68787","0","12.31","14.73","5791"
"544","160802_Std_StdsInWater_6","Calvin cycle intermediate","DHAP",169.032,79.0574,"13.27","241105","0","12.31","14.43","11855"
"545","160802_Blk_0801_FilterBlank","Calvin cycle intermediate","DHAP",169.032,79.0574,"12.27","0","0","12.27","14.19","0"
"546","160802_Blk_9","Calvin cycle intermediate","DHAP",169.032,79.0574,"14.81","12216","0","12.87","14.97","6291"
"547","160802_Poo_0801_PooledDiatoms_1","Calvin cycle intermediate","DHAP",169.032,79.0574,"13.41","92645","0","12.99","14.67","7169"
"548","160802_Poo_0801_PooledDiatoms_2","Calvin cycle intermediate","DHAP",169.032,79.0574,"13.29","91842","0","12.47","14.69","7063"
"549","160802_Poo_0801_PooledDiatoms_3","Calvin cycle intermediate","DHAP",169.032,79.0574,"13.25","46704","0","12.45","14.31","6380"
"550","160802_Smp_Np12","Calvin cycle intermediate","DHAP",169.032,79.0574,"14.08","28477","0","13.09","14.79","2057"
"551","160802_Smp_Np34","Calvin cycle intermediate","DHAP",169.032,79.0574,"13.98","18312","0","13.09","14.74","2487"
"552","160802_Smp_NP56","Calvin cycle intermediate","DHAP",169.032,79.0574,"13.91","31740","0","12.59","14.53","4219"
"553","160802_Smp_Pt2","Calvin cycle intermediate","DHAP",169.032,79.0574,"14.37","21028","1281","13.05","14.43","3562"
"554","160802_Smp_Pt34","Calvin cycle intermediate","DHAP",169.032,79.0574,"13.73","76705","0","12.59","14.81","7330"
"555","160802_Smp_Pt56","Calvin cycle intermediate","DHAP",169.032,79.0574,"14.09","136533","0","13.09","15.07","12509"
"556","160802_Smp_Tp12","Calvin cycle intermediate","DHAP",169.032,79.0574,"13.49","69451","0","13.17","14.55","5175"
"557","160802_Smp_Tp34","Calvin cycle intermediate","DHAP",169.032,79.0574,"14.11","96788","0","13.09","15.09","7840"
"558","160802_Smp_TP56","Calvin cycle intermediate","DHAP",169.032,79.0574,"13.49","113799","0","12.49","14.91","7952"
"559","160802_Std_StdsInDiatomMatrix_1","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.88","1602369792","14021102","8.34","9.38","86275616"
"560","160802_Std_StdsInDiatomMatrix_2","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.78","1595050624","17742736","8.34","9.32","92296440"
"561","160802_Std_StdsInWater_5","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.81","1927705984","27891412","8.39","9.33","107299656"
"562","160802_Std_StdsInWater_6","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.71","2020171520","30168352","8.27","9.23","105469016"
"563","160802_Blk_0801_FilterBlank","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.81","4903224","7132257","8.59","9.11","268211"
"564","160802_Blk_9","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"9.23","4949096","12323146","8.73","9.65","158576"
"565","160802_Poo_0801_PooledDiatoms_1","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.83","111157968","2715388","8.11","9.53","5733330"
"566","160802_Poo_0801_PooledDiatoms_2","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.87","107125792","2710906","8.19","9.43","5230826"
"567","160802_Poo_0801_PooledDiatoms_3","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.83","106273008","1544828","8.41","9.47","5604441"
"568","160802_Smp_Np12","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.34","5073937","7854685","8.21","9.28","224682"
"569","160802_Smp_Np34","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"9.05","5334985","314228","8.77","9.59","206093"
"570","160802_Smp_NP56","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.62","1376271","2704250","8.57","8.99","116810"
"571","160802_Smp_Pt2","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.85","123278904","2534165","8.43","9.49","6646915"
"572","160802_Smp_Pt34","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.89","202620336","637594","8.41","9.55","10943809"
"573","160802_Smp_Pt56","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.85","229786384","1695368","8.29","9.43","12254117"
"574","160802_Smp_Tp12","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.89","149483440","1756088","8.17","9.41","7691297"
"575","160802_Smp_Tp34","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.85","144174512","2248956","8.17","9.53","7455628"
"576","160802_Smp_TP56","Amino Acid derivative","Dimethyl Glycine",104.0242,58.1401,"8.84","136676176","1569067","8.27","9.47","7106989"
"577","160802_Std_StdsInDiatomMatrix_1","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.88","11166680","0","8.34","9.38","674040"
"578","160802_Std_StdsInDiatomMatrix_2","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.86","10312233","1989","8.34","9.32","609987"
"579","160802_Std_StdsInWater_5","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.85","12411087","0","8.39","9.33","662945"
"580","160802_Std_StdsInWater_6","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.71","12859984","138349","8.27","9.23","657405"
"581","160802_Blk_0801_FilterBlank","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.74","130541","0","8.59","9.11","11238"
"582","160802_Blk_9","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"9.35","128564","0","8.73","9.65","9306"
"583","160802_Poo_0801_PooledDiatoms_1","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.79","566852","48608","8.11","9.53","51212"
"584","160802_Poo_0801_PooledDiatoms_2","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.87","653600","0","8.19","9.43","47154"
"585","160802_Poo_0801_PooledDiatoms_3","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.81","598979","0","8.41","9.47","44000"
"586","160802_Smp_Np12","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.34","68598","0","8.21","9.28","5283"
"587","160802_Smp_Np34","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"588","160802_Smp_NP56","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"589","160802_Smp_Pt2","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.87","779443","0","8.43","9.49","56044"
"590","160802_Smp_Pt34","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.77","1268604","5167","8.41","9.55","89042"
"591","160802_Smp_Pt56","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.92","1354114","798","8.29","9.43","64597"
"592","160802_Smp_Tp12","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.87","912377","5503","8.17","9.41","63120"
"593","160802_Smp_Tp34","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.89","768612","5808","8.17","9.53","65181"
"594","160802_Smp_TP56","Amino Acid derivative","Dimethyl Glycine",104.0242,44.1023,"8.92","690173","6996","8.27","9.47","48410"
"595","160802_Std_StdsInDiatomMatrix_1","Amino Acid","Lysine",147.085,130.1432,"17.86","20427804","1839178","17.44","18.88","829393"
"596","160802_Std_StdsInDiatomMatrix_2","Amino Acid","Lysine",147.085,130.1432,"18.03","35931380","2403718","17.62","18.97","1456687"
"597","160802_Std_StdsInWater_5","Amino Acid","Lysine",147.085,130.1432,"17.89","6693407","1092904","17.51","18.8","289674"
"598","160802_Std_StdsInWater_6","Amino Acid","Lysine",147.085,130.1432,"18.11","11083819","1520225","17.74","18.92","462171"
"599","160802_Blk_0801_FilterBlank","Amino Acid","Lysine",147.085,130.1432,"17.99","80022","1223737","17.36","19.13","2727"
"600","160802_Blk_9","Amino Acid","Lysine",147.085,130.1432,"18.12","926488","707456","16.9","18.68","14123"
"601","160802_Poo_0801_PooledDiatoms_1","Amino Acid","Lysine",147.085,130.1432,"17.91","61885624","3466152","17.45","18.98","2186825"
"602","160802_Poo_0801_PooledDiatoms_2","Amino Acid","Lysine",147.085,130.1432,"17.92","64762416","3485667","17.46","18.99","2315544"
"603","160802_Poo_0801_PooledDiatoms_3","Amino Acid","Lysine",147.085,130.1432,"17.91","67060788","3615310","17.47","19.04","2452640"
"604","160802_Smp_Np12","Amino Acid","Lysine",147.085,130.1432,"17.82","8612038","1253176","17.27","19.09","219045"
"605","160802_Smp_Np34","Amino Acid","Lysine",147.085,130.1432,"17.91","6707739","1363755","17.36","19.18","167251"
"606","160802_Smp_NP56","Amino Acid","Lysine",147.085,130.1432,"17.95","7770358","1346537","17.34","19.07","200757"
"607","160802_Smp_Pt2","Amino Acid","Lysine",147.085,130.1432,"17.86","27198088","2426081","17.41","18.99","919036"
"608","160802_Smp_Pt34","Amino Acid","Lysine",147.085,130.1432,"17.83","69077600","3570974","17.39","19.01","2448985"
"609","160802_Smp_Pt56","Amino Acid","Lysine",147.085,130.1432,"17.89","85057880","4193735","17.42","19","3238461"
"610","160802_Smp_Tp12","Amino Acid","Lysine",147.085,130.1432,"17.8","47304672","1765966","17.33","18.76","1795764"
"611","160802_Smp_Tp34","Amino Acid","Lysine",147.085,130.1432,"17.84","56306532","2065520","17.39","18.83","2041943"
"612","160802_Smp_TP56","Amino Acid","Lysine",147.085,130.1432,"17.93","70706560","2212616","17.42","18.85","2538074"
"613","160802_Std_StdsInDiatomMatrix_1","Amino Acid","Lysine",147.085,84.145,"17.84","36914804","1516699","17.44","18.88","1478782"
"614","160802_Std_StdsInDiatomMatrix_2","Amino Acid","Lysine",147.085,84.145,"18.04","64960732","1765880","17.62","18.97","2701026"
"615","160802_Std_StdsInWater_5","Amino Acid","Lysine",147.085,84.145,"17.91","12357167","277028","17.51","18.8","546790"
"616","160802_Std_StdsInWater_6","Amino Acid","Lysine",147.085,84.145,"18.11","19887724","995373","17.74","18.92","845808"
"617","160802_Blk_0801_FilterBlank","Amino Acid","Lysine",147.085,84.145,"18","97513","85075","17.36","19.13","2734"
"618","160802_Blk_9","Amino Acid","Lysine",147.085,84.145,"18.08","213727","100683","16.9","18.68","5082"
"619","160802_Poo_0801_PooledDiatoms_1","Amino Acid","Lysine",147.085,84.145,"17.91","111848488","3553897","17.45","18.98","4044655"
"620","160802_Poo_0801_PooledDiatoms_2","Amino Acid","Lysine",147.085,84.145,"17.94","116692840","3191456","17.46","18.99","4150224"
"621","160802_Poo_0801_PooledDiatoms_3","Amino Acid","Lysine",147.085,84.145,"17.88","120044664","3720872","17.47","19.04","4259891"
"622","160802_Smp_Np12","Amino Acid","Lysine",147.085,84.145,"17.88","13969832","278293","17.27","19.09","379532"
"623","160802_Smp_Np34","Amino Acid","Lysine",147.085,84.145,"17.88","11002475","366726","17.36","19.18","314946"
"624","160802_Smp_NP56","Amino Acid","Lysine",147.085,84.145,"17.95","12793187","328504","17.34","19.07","360771"
"625","160802_Smp_Pt2","Amino Acid","Lysine",147.085,84.145,"17.88","47264212","1963915","17.41","18.99","1639069"
"626","160802_Smp_Pt34","Amino Acid","Lysine",147.085,84.145,"17.87","124157848","3863611","17.39","19.01","4536436"
"627","160802_Smp_Pt56","Amino Acid","Lysine",147.085,84.145,"17.86","149500496","4973881","17.42","19","5725187"
"628","160802_Smp_Tp12","Amino Acid","Lysine",147.085,84.145,"17.84","87731504","1563849","17.33","18.76","3255483"
"629","160802_Smp_Tp34","Amino Acid","Lysine",147.085,84.145,"17.9","102662352","1959025","17.39","18.83","3758205"
"630","160802_Smp_TP56","Amino Acid","Lysine",147.085,84.145,"17.92","129250504","2053072","17.42","18.85","4806933"
"631","160802_Std_StdsInDiatomMatrix_1","Amino Acid","Methionine",150.085,133.0777,"8.15","95945064","1182159","7.43","8.69","3442793"
"632","160802_Std_StdsInDiatomMatrix_2","Amino Acid","Methionine",150.085,133.0777,"7.63","117226832","576387","6.95","8.39","3730589"
"633","160802_Std_StdsInWater_5","Amino Acid","Methionine",150.085,133.0777,"7.97","118647072","963777","7.47","8.55","5445642"
"634","160802_Std_StdsInWater_6","Amino Acid","Methionine",150.085,133.0777,"7.63","138363744","3220512","6.99","8.11","6807837"
"635","160802_Blk_0801_FilterBlank","Amino Acid","Methionine",150.085,133.0777,"8.07","494024","89440","7.49","8.47","16214"
"636","160802_Blk_9","Amino Acid","Methionine",150.085,133.0777,"8.53","316509","105991","7.77","8.67","19627"
"637","160802_Poo_0801_PooledDiatoms_1","Amino Acid","Methionine",150.085,133.0777,"7.69","36916352","428358","7","8.86","1033097"
"638","160802_Poo_0801_PooledDiatoms_2","Amino Acid","Methionine",150.085,133.0777,"7.59","37938196","153101","7.11","8.85","1183590"
"639","160802_Poo_0801_PooledDiatoms_3","Amino Acid","Methionine",150.085,133.0777,"7.59","39154992","416400","7.11","8.81","1287882"
"640","160802_Smp_Np12","Amino Acid","Methionine",150.085,133.0777,"8.05","29966118","422855","7.34","8.78","973857"
"641","160802_Smp_Np34","Amino Acid","Methionine",150.085,133.0777,"8","24152600","205816","7.31","8.81","666106"
"642","160802_Smp_NP56","Amino Acid","Methionine",150.085,133.0777,"7.93","24119660","60096","7.24","8.8","635219"
"643","160802_Smp_Pt2","Amino Acid","Methionine",150.085,133.0777,"8.25","20665514","129950","7.21","8.83","547478"
"644","160802_Smp_Pt34","Amino Acid","Methionine",150.085,133.0777,"8.33","33256874","403992","7.11","8.89","920426"
"645","160802_Smp_Pt56","Amino Acid","Methionine",150.085,133.0777,"8.24","34551524","464339","7.03","8.88","796961"
"646","160802_Smp_Tp12","Amino Acid","Methionine",150.085,133.0777,"8.37","33805596","563812","7.22","9.03","1217130"
"647","160802_Smp_Tp34","Amino Acid","Methionine",150.085,133.0777,"8.39","36071308","727641","7.21","8.89","993443"
"648","160802_Smp_TP56","Amino Acid","Methionine",150.085,133.0777,"7.61","39019276","55494","7.12","8.89","1137637"
"649","160802_Std_StdsInDiatomMatrix_1","Amino Acid","Methionine",150.085,104.125,"8.19","110584616","484923","7.43","8.69","4020983"
"650","160802_Std_StdsInDiatomMatrix_2","Amino Acid","Methionine",150.085,104.125,"7.65","138703024","473856","6.95","8.39","4610477"
"651","160802_Std_StdsInWater_5","Amino Acid","Methionine",150.085,104.125,"7.93","138763008","1948764","7.47","8.55","6295670"
"652","160802_Std_StdsInWater_6","Amino Acid","Methionine",150.085,104.125,"7.61","164533952","2080787","6.99","8.11","8429821"
"653","160802_Blk_0801_FilterBlank","Amino Acid","Methionine",150.085,104.125,"7.87","15384","0","7.49","8.47","2518"
"654","160802_Blk_9","Amino Acid","Methionine",150.085,104.125,"7.81","200","0","7.77","8.67","69"
"655","160802_Poo_0801_PooledDiatoms_1","Amino Acid","Methionine",150.085,104.125,"7.61","43111376","164839","7","8.86","1221622"
"656","160802_Poo_0801_PooledDiatoms_2","Amino Acid","Methionine",150.085,104.125,"7.61","43266912","312017","7.11","8.85","1357944"
"657","160802_Poo_0801_PooledDiatoms_3","Amino Acid","Methionine",150.085,104.125,"7.65","45483280","479276","7.11","8.81","1394257"
"658","160802_Smp_Np12","Amino Acid","Methionine",150.085,104.125,"8.05","33450830","337557","7.34","8.78","952765"
"659","160802_Smp_Np34","Amino Acid","Methionine",150.085,104.125,"8.03","28251390","129746","7.31","8.81","902587"
"660","160802_Smp_NP56","Amino Acid","Methionine",150.085,104.125,"7.91","28123074","0","7.24","8.8","774855"
"661","160802_Smp_Pt2","Amino Acid","Methionine",150.085,104.125,"8.33","24672552","0","7.21","8.83","682892"
"662","160802_Smp_Pt34","Amino Acid","Methionine",150.085,104.125,"8.37","38287820","45139","7.11","8.89","975138"
"663","160802_Smp_Pt56","Amino Acid","Methionine",150.085,104.125,"8.32","39174624","267375","7.03","8.88","969023"
"664","160802_Smp_Tp12","Amino Acid","Methionine",150.085,104.125,"8.37","38784040","366574","7.22","9.03","1480883"
"665","160802_Smp_Tp34","Amino Acid","Methionine",150.085,104.125,"8.39","41280848","5036","7.21","8.89","1168140"
"666","160802_Smp_TP56","Amino Acid","Methionine",150.085,104.125,"7.58","46408264","23698","7.12","8.89","1135018"
